refind,label,description,class,notes
3357,a lamb,,anm,
3358,a ewe,,anm,
3359,the lambs,,anm,
3360,market,,loc,
3361,neighbour,at Molash,hum,
3362,Ashford,,loc,
3363,two sheep,,anm,
3364,back,,inm,
3365,cart,of 0361,inm,
3366,men,,hum,
3367,that,(events),abs,
3368,the man,Gregory Veer,hum,
3369,we,speaker and wife,hum,
3370,men,,hum,
3371,that,setting 0371 out,abs,
3372,wurzel,,inm,
3373,ten,of 0372,inm,
3374,one,of 0372,inm,
3375,the other nine,of 0372,inm,
3376,a man,,hum,
3377,it,,abs,
3378,old hoe,,inm,
3379,son,of 0000,hum,
3380,grandson,of 0000,hum,
3381,they,,hum,
3383,we,,hum,
3384,automatic drills,,inm,
3385,one,of 0372,inm,
3386,electric drill,,inm,
3387,swedes,,inm,
3388,we,,hum,
3389,the old ones,,inm,
3390,Tetts',,hum,
3391,Faversham,,loc,
3392,this chap,the manager at 0390,hum,
3393,this blooming thing,,inm,
3394,a three,a shim,inm,
3395,'em,(?),inm,
3396,the rows,,inm,
3397,three rows,,inm,
3398,one,,inm,
3399,plate,,inm,
3400,the row,,inm,
3401,one,,inm,
3402,three rows,,inm,
3403,(zero),order placed by 0000,abs,
3404,that,(events),abs,
3405,there,speaker's earlier farm,inm,
3406,a new corn drill,,inm,
3407,first man,Paulson,hum,
3408,grey peas,,mss,
3409,my grey peas,of 0407,mss,
3410,that,(events),abs,
3411,it,repairing,abs,
3412,that,cost,inm,
3413,the repairs,,abs,
3414,the peas,today,mss,
3415,the sheep,,anm,
3416,pigs,,anm,
3417,little pigs,,anm,
3418,a bit of grey peas,,mss,
3419,(zero),grow grey peas,abs,
3420,a bit of oats,,mss,
3421,pigs,of 0027,anm,
3422,old miller,,hum,
3423,old horse,of 0422,anm,
3424,cart,of 0422,inm,
3425,a bag,of sharps,inm,
3426,sharps,,mss,
3427,barley meal,,mss,
3428,mangel,wurzel,inm,
3429,old sows,,anm,
3430,horses,,anm,
3431,one,of 0428,inm,
3432,one,of 0428,inm,
3433,the manger,,inm,
3434,the others,,anm,
3435,theirs,,inm,
3436,pigs,,anm,
3437,swine fever,,abs,
3438,a case,of 0437,abs,
3439,it,farm where 0438 happened,loc,
3440,the police,,hum,
3441,the ministry,,hum,
3442,an old sow,,anm,
3443,this,(events),abs,
3444,purple spots,,inm,
3445,skin,of 0442,bdp,
3446,a bloke,,hum,
3447,we,,hum,
3448,gun,of 0000,inm,
3449,that,(events),abs,
3450,chicken house,,inm,
3451,forehead,of 0442,bdp,
3452,organs,of 0442,bdp,
3453,the rest,of 0442,bdp,
3454,an order,,abs,
3455,a bushel of lime,,inm,
3456,four and six,,inm,
3457,that,burying 0442,abs,
3458,that,bushel of lime,inm,
3459,a chap,Brian Connor,hum,
3460,a runagate chap,,hum,
3461,there,hole,loc,
3462,the top,of 0459's head,inm,
3463,head,of 0459,bdp,
3464,the corner,,loc,
3465,the top,of 0461,loc,
3466,it,,inm,
3467,that,,abs,
3468,a lot of moles,,anm,
3469,these traps,for moles,inm,
3470,they,buyers of moleskins,hum,
3471,a dozen,moleskins,inm,
3472,London,,loc,
3473,one,of 0469,inm,
3474,there,field with moles,loc,
3475,a run,,inm,
3476,runs,,inm,
3477,we,speaker and Brian Connor,hum,
3478,The George,a pub,loc,
3479,that night,,tme,
3480,this morning,,tme,
3481,a chap,,hum,
3482,his pocket,of 0459,inm,
3483,all this,(events),abs,
3484,we,speaker and interviewer,hum,
3485,moleskin dresses,,inm,
3486,rabbit's pelts,,inm,
3487,a rabbit skin,,inm,
3488,the shot marks,,inm,
3489,a fox skin,,inm,
3490,a fox,,anm,
3491,a hare wire,,inm,
3492,snares,,inm,
3493,hares,,anm,
3494,there,place where 0491 is,loc,
3495,the head,of the fox,bdp,
3496,that,(events),abs,
3497,we,speaker and fox,hum,
3498,mi gun,of 0000,inm,
3499,a gun,,inm,
3500,the skin,of 0490,bdp,
3501,a great hole,in 0500,inm,
3502,a deer,,anm,
3503,a snare,,inm,
3504,there,place where 0503 is,loc,
3505,a beautiful Labrador dog,,anm,
3506,bristles,of 0505,bdp,
3507,some crashing,,abs,
3508,there,place where 0502 is,loc,
3509,horns,of 0502,bdp,
3510,head,of 0502,bdp,
3511,neck,of 0502,bdp,
3512,knife,,inm,
3513,one front leg,of 0502,bdp,
3514,one back leg,of 0502,bdp,
3515,back,of 0502,bdp,
3516,a cartridge,,inm,
3517,claw,of 0502,bdp,
3518,guts,of 0000,bdp,
3519,that,(events),abs,
3520,they,deer,anm,
3521,claws,of deer,bdp,
3522,that,(events),abs,
3523,butcher,,hum,
3524,that,selling 0502 to 0523,abs,
3525,the cart,,inm,
3526,fifteen bob,,inm,
3527,that,(events),abs,
3528,land,,abs,
3529,the wood,,loc,
3530,it,poaching,abs,
3531,mother's shop,,inm,
3533,a man,previous owner of 0531,hum,
3534,the corner,of the village,loc,
3535,the job,at 0532,abs,
3536,they,post officials,hum,
3537,a pound,,inm,
3538,them days,,tme,
3539,a lot of writing,,abs,
3540,the postman,,hum,
3541,the letters,,inm,
3542,that,(events),abs,
3543,sister,of 0000,hum,
3544,more sweets,,mss,
3545,'baccer,of 0027,mss,
3546,cigarettes,of 0000,inm,
3547,a chap,,hum,
3548,a cigarette case,,inm,
3549,sisters,of 0000,hum,
3550,name,of 0000,abs,
3551,address,of 0000,abs,
3552,a friend,of 0000,hum,
3553,dad,of 0552,hum,
3554,Players,,inm,
3555,Woodbines,,inm,
3556,five cigarettes,,inm,
3557,five holders,,inm,
3558,(zero),0556 and 0557,inm,
3559,cigarette,,inm,
3560,funnel,,inm,
3561,bought,cigarettes,inm,
3562,cigarettes,of 0000,inm,
3563,a pipe,,inm,
3564,a load of 'baccer,,mss,
3565,a pipe of 'baccer,,inm,
3566,a cigar end,,inm,
3567,cigars,,inm,
3568,a big'un,,inm,
3569,the end,of 0568,inm,
3570,the pipe,,inm,
3572,standing order,,abs,
3573,the shop here,,inm,
3574,four packets,of cigars,inm,
3575,(zero),(events),abs,
3577,some of'em,,hum,
3578,it,smoking,abs,
3579,school,,loc,
3580,we,speaker and another child,hum,
3581,a packet of Woodbines,,inm,
3582,us,speaker and other children,hum,
3583,a penny,,inm,
3584,governor,,hum,
3585,women,,hum,
3586,those days,,tme,
3587,a woman,,hum,
3588,the hop garden,,loc,
3589,London women,,hum,
3590,every farm,,inm,
3591,East Kent,,loc,
3592,a bit of hops,,mss,
3593,hopper huts,,loc,
3594,we,"speaker, Mother, and brother",hum,
3595,a basket,,inm,
3596,a basket each,,inm,
3597,that,this field,inm,
3598,that,0597 being all hops,abs,
3599,they,hop picking organizers,hum,
3600,a quantity,,abs,
3601,a bigger piece,,abs,
3602,old basket,,inm,
3603,a bag,,inm,
3604,a chit,a piece of paper,inm,
3605,one,basket full of hops,inm,
3606,three,baskets,inm,
3607,it,pay for hop picking,inm,
3608,'em,bags full of hops,inm,
3609,the brewery,,loc,
3610,the breweries,,inm,
3611,barley,,mss,
3612,a bit of barley,,mss,
3613,six shillings,,inm,
3614,six acres of barley,,inm,
3615,that,(events),abs,
3616,the other place,,loc,
3617,the first cottage,,loc,
3618,it,barley,mss,
3619,the corn,,mss,
3620,foot,,bdp,
3621,armful,of barley,mss,
3622,'em,binds of barley,inm,
3623,a straw,,inm,
3624,scythe,of 0027,inm,
3625,the barn,,loc,
3626,it,harvesting the barley,abs,
3627,a neighbour,,hum,
3628,a neighbour,,hum,
3629,a bit of barley,,mss,
3630,a barrel of beer,,inm,
3631,the old dealer boys,,hum,
3632,a drop of beer,,mss,
3633,beer,,mss,
3634,the kitchen window,,inm,
3635,some wine,,mss,
3636,the bottle,of wine,inm,
3637,they,speaker's Mother and Father,hum,
3638,that,(events),abs,
3639,seasonal work,,abs,
3640,hop picking,,abs,
3641,cherry picking,,abs,
3642,apple picking,,abs,
3643,stone picking,,abs,
3644,stones,,inm,
3645,the roads,,inm,
3646,they,people paying for stones,hum,
3647,wife,of 0000,hum,
3648,the stones,Father paid for,inm,
3649,that,pulling sugar beets,abs,
3650,arthritis,,abs,
3651,hands,,bdp,
3652,they,family of speaker's wife,hum,
3653,two cottages,,inm,
3654,the farmhouse,,inm,
3655,the cottage,,inm,
3656,Throwley,,loc,
3657,the General Strike,,abs,
3658,a hundred pound,,abs,
3659,two hundred pounds,of stock,abs,
3660,the first year,,tme,
3661,the next year,,tme,
3662,the next year,,tme,
3663,that,"0660, 0661, 0662",abs,
3664,the bank,,loc,
3665,him,bank clerk,hum,
3666,a cheque,,inm,
3667,cheques,,inm,
3668,(zero),writing cheques,abs,
3669,that,(events),abs,
3670,they,bank managers,hum,
3671,the farms,,inm,
3672,farmers,,hum,
3673,mi job,of 0000,abs,
4000,(speaker),,hum,
4001,(interviewer),,hum,
4003,life story,of 0000,abs,
4004,Benenden,,loc,
4005,Standen Street,,loc,
4006,Leaden House,,inm,
4007,father,of 0000,hum,
4008,Wesley family,,hum,
4009,job,of 0007,abs,
4010,all other men,,hum,
4011,these farms,,loc,
4012,the cows,,anm,
4013,pigs,,anm,
4014,there,,loc,
4015,it,work,abs,
4016,a full bucket,,inm,
4017,bullocks,,anm,
4018,the chaff,,mss,
4019,an old horse,Boxer,anm,
4020,the house,,inm,
4021,the wood,,inm,
4022,the letters,,inm,
4023,the postman,,hum,
4024,a carter boy,,hum,
4025,the old carter,Mr Barnes,hum,
4026,the horses,,anm,
4027,the job,with 0025,abs,
4028,them days,,tme,
4029,anything,,abs,
4030,his mouth,of Boxer,bdp,
4031,the face,of Boxer,bdp,
4032,the butt,of the whip,inm,
4033,the whip,,inm,
4034,we,speaker and 0025,hum,
4035,the ploughing,,abs,
4036,the old mare,Violet,anm,
4037,her name,of 0036,abs,
4038,her tail,of 0036,bdp,
4039,the end,of 0038,bdp,
4040,the wind,,abs,
4041,the end,of a field,loc,
4042,her job,of 0036,abs,
4043,the furrow,,loc,
4044,a field,,inm,
4045,the lower end,of the farm,inm,
4046,the farm,of 0008,inm,
4047,that,ploughing 0044,abs,
4048,what jobs,,abs,
4049,their beds,of 0026,inm,
4050,hop picking time,,abs,
4051,they,farmers,hum,
4052,hops,,mss,
4053,Cranbrook station,,loc,
4054,the first,at 0053,hum,
4055,nose bag,,inm,
4056,that,(events),abs,
4057,that night,,tme,
4058,hops,,inm,
4059,Hartley pub,,loc,
4060,one load,,inm,
4061,the other,,inm,
4062,some,,inm,
4063,'em,,inm,
4064,the forest and green,,loc,
4066,a load,of brush,mss,
4067,brush,,mss,
4068,hop pickers,,hum,
4069,their fires,,inm,
4070,the wood,,loc,
4071,a load of hops,,inm,
4072,that,(events),abs,
4073,that,(events),abs,
4074,it,work,abs,
4075,my chums,of 0000,hum,
4076,a few shillings,,inm,
4077,something to spend,,inm,
4078,mother,of speaker,hum,
4079,a little money,,inm,
4080,we,speaker and his family,hum,
4081,a few coppers,,inm,
4082,my employer,of speaker,hum,
4083,a fresh job,,abs,
4084,that,(events),abs,
4085,life,of speaker,abs,
4086,my brother,Bob,hum,
4087,a job,,abs,
4088,Cranbrook,,loc,
4089,Mr Chopman,,hum,
4090,Mr Rickman,,hum,
4091,his wife,of 0090,hum,
4092,them,0090 and 0091,hum,
4093,my lodgings,,abs,
4094,that,(events),abs,
4095,my boots,of speaker,inm,
4096,that,(events),abs,
4097,much,,inm,
4098,my clothes box,of speaker,inm,
4099,my boots,,inm,
4100,a new pair of boots,,inm,
4101,foot,of speaker,bdp,
4102,Marchant and Tubbs,,loc,
4103,my clothes,of 0090,inm,
4104,'im,manager at 0102,hum,
4105,what money,,inm,
4106,the rest,,abs,
4107,this pair of boots,,inm,
4108,his jacket,of 0090,inm,
4109,this half a crown,,inm,
4110,a few shillings,,inm,
4111,mi shirts,of speaker,inm,
4112,his young days,,tme,
4113,we,0090 and his family,hum,
4114,Mother,of 0090,hum,
4115,us,0090 and his siblings,hum,
4116,the breakfast,,inm,
4117,the house,,inm,
4118,one,of 0115,hum,
4119,a job,,abs,
4120,another one,of 0115,hum,
4121,that,(events),abs,
4122,a barrel of brimstone,,inm,
4123,the waggon,,inm,
4124,the oast house,,inm,
4125,we,speaker and 0090,hum,
4126,one mare,,anm,
4127,two old oxen,,anm,
4128,George Head,,hum,
4129,the buildings,,inm,
4130,we,speaker and 0128,hum,
4131,the orchard,,loc,
4132,the gate,,inm,
4133,the yoke,,inm,
4134,one of 'em,"Winch, the off-side bullock",anm,
4135,the end,of the yoke,inm,
4136,the bow,of the yoke,inm,
4137,Winder,,anm,
4138,that,(events),abs,
4139,that job,yoking oxen,abs,
4140,the cart,,inm,
4141,the nib,,inm,
4142,the old pole,,inm,
4143,the plug,of the yoke,inm,
4144,one thing,,abs,
4145,that bit of thong,,inm,
4146,that,(events),abs,
4147,the yard,,loc,
4148,some litter,,mss,
4149,the post,,inm,
4150,that,(events),abs,
4151,that,(events),abs,
4152,they,speaker's employers,hum,
4153,an old horse,Captain,anm,
4154,the corn,,mss,
4155,a long pole,,inm,
4156,the roll,,inm,
4157,the dredge,,inm,
4158,(zero),animals,anm,
4159,Sissinghurst Castle,,inm,
4160,Bettingham Farm,,inm,
4161,there,,loc,
4162,one,of the workmen,hum,
4163,the workmen,,hum,
4164,the old tower,,inm,
4165,that,home of speaker in 0164,loc,
4166,that,(events),abs,
4167,all sorts of tales,,abs,
4168,first wife,of speaker,hum,
4169,we,speaker and his wife,hum,
4170,a little dog,Stumpy,anm,
4171,the door,of 0165,inm,
4172,the top,,loc,
4173,bedroom,,loc,
4174,the mouth,of 0170,bdp,
4175,mi arms,of speaker,bdp,
4176,tales,,abs,
4177,a dog,,anm,
4178,these things,,abs,
4179,a human being,,hum,
4180,here,current home of speaker,loc,
4181,Benenden,,loc,
4182,eighty-seventh birthday,of speaker,abs,
4183,twenty yards,,inm,
4184,my garden,,inm,
4185,oxen,,anm,
4186,a horse,,anm,
4187,they,horses,anm,
4189,some,,anm,
4190,a bullock,,anm,
4191,we,speaker and contemporaries,hum,
4192,two,oxen,anm,
4193,the off-bullock,,anm,
4194,his name,of 0193,abs,
4195,his mate,,anm,
4196,all the others,oxen,anm,
4197,that,(events),abs,
4198,a bit of ground,,inm,
4199,one,plough,inm,
4200,plough,,inm,
4201,the horses,,anm,
4202,the furrow,,inm,
4203,the edge,of the furrow,loc,
4204,the oxen,,anm,
4205,the plough,,inm,
4206,the end,of the field,loc,
4207,a horse,,anm,
4208,they,oxen and horses,anm,
4209,front foot,of oxen,bdp,
4210,hind foot,of oxen,bdp,
4211,a bullock,,anm,
4212,that,(events),abs,
4213,the ground,,inm,
4214,such holes,,inm,
4215,the yards,,loc,
4216,the manure,,mss,
4217,them old bullocks,,anm,
4218,one,of the oxen,anm,
4219,his belly,of an ox,bdp,
4220,the cart,,inm,
4221,the weight,,abs,
4222,their neck,,bdp,
4223,the one,on top,anm,
4224,the other one,,anm,
4225,a horse,,anm,
4226,that,(events),abs,
4227,his cart,of 0225,inm,
4228,they,the Chopman brothers,hum,
4229,we,speaker and other employees of 0228,hum,
4230,it,the stumps around the field,inm,
4231,the field,,loc,
4232,stump,,inm,
4233,stump,,inm,
4234,the outside,of the field,loc,
4235,the edge,of the field,loc,
4236,a short corner,of the field,loc,
4237,spades,,inm,
4238,they,other farmers,hum,
4239,the corners,of the field,loc,
4240,wage,of a workman,abs,
4241,some farms,,loc,
4242,they,employers at 0241,hum,
4243,them,workmen,hum,
4244,thirteen shillings,,inm,
4245,a man,,hum,
4246,his wife,,hum,
4247,family,,hum,
4248,a team of oxen,,anm,
4249,a sway,,abs,
4250,it,ploughing with oxen,abs,
4251,properly worked horses,,anm,
4252,a pair of oxen,,anm,
4253,a post,,inm,
4254,the yoke,,inm,
4255,something heavy,,inm,
4256,the other old oxen,,anm,
4257,them,three oxen,anm,
4258,their old tongues,of the oxen,bdp,
4259,a stream,,inm,
4260,a little old tin,,inm,
4261,a bottle,,inm,
4262,drop of water,,mss,
4263,their ear,,bdp,
4264,that,(events),abs,
4265,the beginning,,tme,
4266,the last war,the Second World War,tme,
4267,these tractors,,inm,
4268,here,Kent,loc,
4269,the south of England,,loc,
4270,England,,loc,
4271,a photograph,of Winch and Winder,inm,
4272,them two old oxen,Winch and Winder,anm,
4273,certain parts,of the country,loc,
4274,they,people in 0273,hum,
4275,a photograph,,inm,
4276,the paper,,inm,
4277,a man,,hum,
4278,two,oxen,anm,
4279,a ploughing match,,abs,
4280,a line,,inm,
4281,ZERO,a line,inm,
4282,it,(events),abs,
4283,ploughing matches,,abs,
4284,a ploughing match,,abs,
4285,our oxen,,anm,
4286,the horse show,,loc,
4287,a couple,of oxen,anm,
4288,hop poles,,inm,
4289,the baker,Mr Dinker,hum,
4290,the cart,,inm,
4291,'em,half a cord of chopped hop poles,inm,
4292,a cart,,inm,
4293,Cranbrook town,,loc,
4294,Stone Street,,loc,
4295,his shop,of 0289,inm,
4296,his bakehouse,of 0289,loc,
4297,that,(events),abs,
4298,the street,,loc,
4299,their cud,of 0272,mss,
4300,great big horns,of 0272,bdp,
4301,the old wagoners,,hum,
4302,special little remedies,,inm,
4303,tricks,,abs,
4304,secrets,,abs,
4305,a secret,,abs,
4306,those great big stallion horses,,anm,
4307,the breeding time,,tme,
4308,it,(events),abs,
4309,a man,,hum,
4310,a chap,,hum,
4311,the field,,loc,
4312,one,stallion,anm,
4313,his head,of the stallion,bdp,
4314,his inside,of the chap,bdp,
4315,a line,,inm,
4316,the off-side,of a stallion,loc,
4317,a stallion,,anm,
4318,his head,of the stallion,bdp,
4319,the real secret,,abs,
4320,a foal,,anm,
4321,books,,inm,
4322,its tongue,,bdp,
4323,the spearmint,,inm,
4324,mare,,anm,
4325,they,mares,anm,
4326,them,foals,anm,
4327,the zebras,giving birth,anm,
4328,pictures,of zebras,inm,
4329,their foal,of zebras,anm,
4330,they,writers of 0321,hum,
4331,the colt,,anm,
4332,mouth,of 0331,bdp,
4333,mouth,of 0320,bdp,
4334,an oil,press,inm,
4335,oil of rhodium,,mss,
4336,an oil,made of 0323,mss,
4338,the horse,,anm,
4339,bit,of 0337,inm,
4340,a little bit,of 0336,mss,
4341,clothes,,inm,
4342,he,a stallion,anm,
4343,that book,,inm,
4344,a book,The Pattern Beneath the Fur,inm,
4345,the old methods,,abs,
4346,the West Country,,loc,
4347,these old men,,hum,
4348,these here ghosts,,inm,
4349,the things,in 0344,abs,
4350,Kent,,loc,
4351,the same sort,of practices,abs,
4352,an old frog,,anm,
4353,that,(events),abs,
4354,their idea,,abs,
4355,frogs,,anm,
4356,an old log of wood,,inm,
4357,the bone,of 0352,bdp,
4358,the wishbone,,bdp,
4359,that,powdered 0357,mss,
4360,a theory,,abs,
4361,an old horseman,,hum,
4362,the garden,,loc,
4363,their health,of 0361,abs,
4364,that,(events),abs,
4365,other people,,hum,
4366,other methods,,abs,
4367,a stallion horse,,anm,
4368,a filly foal,,anm,
4369,it,a colt foal,anm,
4370,him,spearmint from 0369,inm,
4371,spearmint,from 0368,inm,
4372,a horse,,anm,
4373,that oil,made from 0370,mss,
4374,their place,of 0185,loc,
4375,their name,of 0185,abs,
4376,a stick,,inm,
4377,a little spike,,inm,
4378,the end,of 0376,loc,
4379,the shoulder,,bdp,
4380,that old bullock,,anm,
4381,that,(events),abs,
4382,that,(events),abs,
4383,that,(events),abs,
4384,that,(events),abs,
4385,a whip,,inm,
4386,the back,of the wagon,loc,
4387,the wagon,,inm,
4388,the sheaves,,inm,
4389,a straw,,inm,
4390,a sheaf,,inm,
4391,the summertime,,tme,
4392,the warble fly,,anm,
4393,one,of their tails,bdp,
4394,their tails,of oxen,bdp,
4395,they,owner of 0393,anm,
4396,the others,,anm,
4397,the old bullock,,anm,
4398,a pond,,inm,
4399,a wood,,inm,
4400,oxen dealers,,hum,
4401,Wales,,loc,
4402,those,oxen speaker had,anm,
4403,that,Welsh Runts breed,abs,
4404,the inside,of their mouths,bdp,
4405,their mouths,of the oxen,bdp,
4406,their eyes,of the oxen,bdp,
4407,they,people,hum,
4408,some farmers,,hum,
4409,Herefords,oxen,anm,
4410,another one,a farmer,hum,
4411,all black ones,oxen,anm,
4412,another one,a farmer,hum,
4413,all red ones,oxen,anm,
4414,a team,at Gassonbury,anm,
4415,Glassonbury,,loc,
4416,Goudhurst,,loc,
4417,a team,at Hawkhurst,anm,
4418,Hawkhurst,,loc,
4419,the Pipers,,hum,
4420,some red ones,two big old red steers,anm,
4421,four,oxen,anm,
4422,Mr Powter,,hum,
4423,sale,of Mr Powter's oxen,abs,
4424,the park,,loc,
4425,Tenterden,,loc,
4426,Lamb,an ox,anm,
4427,Lion,an ox,anm,
4428,one pair,Lamb and Lion,anm,
4429,the other,Earl and Marquis,anm,
4430,Earl,,anm,
4431,Marquis,,anm,
4432,Mr White,the auctioneer,hum,
4433,the farm,at Sissinghurst Castle,inm,
4434,there,farm of 0432,loc,
4435,they,ox traders,hum,
4436,four youngsters,oxen,anm,
4437,Cornwell Farm,,loc,
4438,Mr Brenton,,hum,
4439,others,other oxen,anm,
4440,Goddard,,hum,
4441,Green Farm,,loc,
4442,some,oxen,anm,
4443,they,people,hum,
4444,little plates,,inm,
4445,it,a little plate,inm,
4446,the outside,,loc,
4447,the hoof,of oxen,bdp,
4448,claws,of oxen,bdp,
4449,a little plate,,inm,
4450,the forge,,inm,
4451,a lot of 'em,oxen,anm,
4452,some straw,,mss,
4453,eight,oxen,anm,
4454,two of them,oxen,anm,
4455,their chin,of oxen,bdp,
4456,the wagon,,inm,
4458,what,they'd got to have,inm,
4459,some roots,,mss,
4460,some hay,,mss,
4461,straw,,mss,
4462,the old horsemen,,hum,
4463,a horse,,anm,
4464,other jobs,,abs,
4465,his chaff,,mss,
4466,his litter,,mss,
4467,his hay,,mss,
4468,that,(events),abs,
4469,that,(events),abs,
4470,they,,anm,
4471,a team of horses,,anm,
4472,the yard,,loc,
4473,that,(events),abs,
4474,what,they've got to have,inm,
4475,there,stable,loc,
4476,a bit of grub,,mss,
4477,the time,night come,tme,
4478,their tongue,of oxen,bdp,
4479,head,of oxen,bdp,
4480,any job,,abs,
4481,they,farmers,hum,
4482,their wagon,,inm,
4483,the carts,,inm,
4484,wagons,,inm,
4485,a pole,,inm,
4486,a wagon,,inm,
4487,the shafts,,inm,
4488,the yoke,,inm,
4489,a bow,,inm,
4490,that,yoke and bow,inm,
4491,a chain,,inm,
4492,the middle of 'em,,loc,
4493,a full team,of oxen,anm,
4494,one pair,of oxen,anm,
4495,the other,pair of oxen,anm,
4496,they,hard old times,tme,
4497,that,(events),abs,
4498,Benenden church,,inm,
4499,the belfry,,inm,
4500,the men,,hum,
4501,the ropes,,inm,
4502,that,(events),abs,
4503,one of 'em,,hum,
4504,that,(events),abs,
4505,the old ringers,,hum,
4506,it,ringing the bells,abs,
4507,the church,priests,hum,
4508,a young man,,hum,
4509,a meeting,,abs,
4510,sides men,,hum,
4511,big nobs,,hum,
4512,the parish,,abs,
4513,we,speaker and other ringers,hum,
4514,name,of speaker,abs,
4515,some of our people,,hum,
4516,our,speaker and family,hum,
4517,our people,family of speaker,hum,
4518,this here bell ringing,,abs,
4519,a man,Conell,hum,
4520,it,candles and a chandelier,inm,
4521,(zero),chandelier,inm,
4522,the middle,of the belfry,loc,
4523,ten candles,,inm,
4524,the bell,,inm,
4525,the bells,,inm,
4526,the clappers,,inm,
4527,these ropes,,inm,
4528,first one,of the ringers,hum,
4529,you,one of the ringers,hum,
4530,one boy,one of the ringers,hum,
4531,the stay,,inm,
4533,that,(events),abs,
4534,us,"speaker and ringer, sans 0530",hum,
4535,these candles,,inm,
4536,we,0513 and 0519,hum,
4537,a match,,inm,
4538,a candle,,inm,
4539,that,(events),abs,
4540,the band,,hum,
4541,a lot of them,,hum,
4542,the others,bellringers,hum,
4543,Sussex,,loc,
4544,they,ringers at Tenterden,hum,
4545,that,Tenterden church,loc,
4546,they,bells at Tenterden church,inm,
4547,there,Tenterden belfry,loc,
4548,they,church officials,hum,
4549,our,speaker and other students,hum,
4550,schoolmaster,Mr Gardener,hum,
4551,school,,inm,
4552,the choir,,abs,
4553,the organ,,inm,
4554,these services,,abs,
4555,weddings,,abs,
4556,the Earl of Cranbrook,,hum,
4557,new ropes,,inm,
4558,they,Earl and family,hum,
4559,our,speaker and people in Benenden,hum,
4560,our old vicar,George Dolben,hum,
4561,Hemsted Park,,loc,
4562,all the schools,,hum,
4563,a good day,,abs,
4564,swings,,inm,
4565,the trees,,inm,
4566,the old wooden horse,,inm,
4567,a prize,,inm,
4568,they,days,tme,
4569,it,(events),abs,
4570,the South African war,the Boer War,abs,
4571,a victory,,abs,
4572,they,British soldiers in 0570,hum,
4573,a place,in South Africa,loc,
4574,half a day's holiday,,abs,
4575,that,(events),abs,
4576,Mafeking,,loc,
4577,they,soldiers at 0576,hum,
4578,half a day's holiday,,abs,
4579,that,(events),abs,
4580,the flags,,inm,
4581,the trees,,inm,
4582,church tower,,inm,
4583,Queen Victoria,,hum,
4584,reign,of Queen Victoria,abs,
4585,her jubilee,of Queen Victoria,abs,
4586,a tea,party,inm,
4587,the village green,,loc,
4588,the tables,,inm,
4589,all the nice things,,inm,
4590,they,organisers of 0586,hum,
4591,a young girl,Amy Haynes,hum,
4592,we,speaker and 0591,hum,
4593,that,(events),abs,
4594,the seat,,inm,
4595,that,(events),abs,
4596,that,(events),abs,
4597,all these little things,,abs,
4598,knives,,inm,
4599,bicycle chains,,inm,
4600,that,(events),abs,
4601,some people,,hum,
4602,Good Friday,,abs,
4603,that,(events),abs,
4604,old Mr Newman,,hum,
4605,the farm,at 0159,inm,
4606,his men,of 0604,hum,
4607,their day's pay,of 0606,inm,
4608,the garden,,loc,
4609,some of 'em,,hum,
4610,a lot of these farmers,,hum,
4611,these farmers,,hum,
4612,an election,,abs,
4613,he,farmer,hum,
4614,that,(events),abs,
4615,those men,,hum,
4616,your employer,,hum,
4617,your employer,of 0000,hum,
4618,that,(events),abs,
4619,we,speaker and other people,hum,
4620,Tory government,,abs,
4621,some of 'em,,hum,
4622,a lot of 'em,,hum,
4623,the Liberals,,hum,
4624,the working man,,hum,
4625,Lloyd George,,hum,
4626,us,speaker and other working men,hum,
4627,our money,,inm,
4628,the finest statesmen,,hum,
4629,Britain,,abs,
